         1252021 function calls (1208984 primitive calls) in 1.722 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      232    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\_config\__init__.py:34(using_copy_on_write)
      216    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\construction.py:732(_sanitize_str_dtypes)
      146    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1165(__init__)
      284    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       32    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1482(<listcomp>)
       48    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:7663(trim_front)
      160    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\base.py:86(_validate_set_axis)
       98    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:672(_constructor_sliced_from_mgr)
       68    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\nanops.py:1547(check_below_min_count)
      162    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1556(validate_all_hashable)
      124    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:339(_from_mgr)
      460    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:571(_get_axis_number)
      193    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\construction.py:481(ensure_wrapped_if_datetimelike)
      218    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:514(is_string_or_object_np_dtype)
       76    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\inference.py:273(is_dict_like)
       38    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\base.py:836(__iter__)
       16    0.000    0.000    0.004    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:686(_truncate_vertically)
       40    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\blocks.py:1287(take_nd)
       42    0.000    0.000    0.027    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1471(_format_strings)
      204    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:2731(is_label_like)
      192    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
      324    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1575(<genexpr>)
       98    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\series.py:1461(_set_as_cached)
      284    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       16    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:4021(take)
      562    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:7677(<genexpr>)
     37/9    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       82    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\api.py:385(default_index)
      160    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:237(set_axis)
       16    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\shape_base.py:292(hstack)
      102    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:975(_is_nested_tuple_indexer)
      124    0.000    0.000    0.001    0.000 {method 'any' of 'numpy.ndarray' objects}
       40    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\array_algos\take.py:564(_take_preprocess_indexer_and_fill_value)
      228    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\inference.py:300(<genexpr>)
      216    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\construction.py:752(_maybe_repeat)
       26    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:5548(equals)
       48    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\printing.py:524(adjoin)
       10    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:3817(get_indexer)
      306    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:2765(<genexpr>)
      306    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:982(<genexpr>)
      531    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       68    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\accessor.py:220(__get__)
      262    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:1836(__init__)
      136    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:1992(dtype)
       49    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x0000016E744F99E0}
      674    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      262    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x00007FF83F6D8F90}
       40    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\array_algos\take.py:59(take_nd)
      138    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\printing.py:507(__init__)
       76    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\common.py:299(maybe_iterable_to_list)
      548    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        6    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\construction.py:596(_homogenize)
       10    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:842(_engine)
      204    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:993(_validate_key_length)
       80    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:137(is_object_dtype)
      212    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexers\utils.py:62(is_list_like_indexer)
      306    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:1181(<genexpr>)
        8    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\range.py:1148(take)
       68    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:12390(max)
      224    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\common.py:370(apply_if_callable)
       92    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\warnings.py:487(__exit__)
       68    0.000    0.000    0.002    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\nanops.py:389(new_func)
       31    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\asyncio\base_events.py:780(_call_soon)
       36    0.000    0.000    0.599    0.017 C:\Program Files\Python311\Lib\asyncio\events.py:78(_run)
       68    0.000    0.000    0.004    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\strings\object_array.py:301(_str_len)
        4    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:3952(_get_indexer)
       42    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1275(__init__)
      196    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:738(<genexpr>)
      254    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:1939(_block)
       37    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\asyncio\events.py:31(__init__)
      306    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:2774(<genexpr>)
        6    0.000    0.000    0.008    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\construction.py:928(_finalize_columns_and_data)
       34    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       33    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\base.py:82(shape)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       16    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:870(take)
        8    0.000    0.000    0.127    0.016 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:1299(to_string)
       68    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\blocks.py:2575(array_values)
        6    0.000    0.000    0.068    0.011 C:\Program Files\Python311\Lib\json\__init__.py:299(loads)
       16    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\_config\config.py:153(_set_option)
       98    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\blocks.py:1253(iget)
      106    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\common.py:309(is_null_slice)
       23    0.000    0.000    0.993    0.043 C:\Program Files\Python311\Lib\asyncio\windows_events.py:442(select)
      124    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\_methods.py:55(_any)
      132    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:131(<lambda>)
      332    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       86    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      386    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:404(flags)
        4    0.000    0.000    0.003    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:7030(drop)
       40    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\blocks.py:292(make_block_same_class)
      126    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\common.py:566(require_length_match)
       88    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1360(_is_dtype)
      390    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\multiarray.py:1080(copyto)
       82    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
       84    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:510(_validate_dtype)
        4    0.000    0.000    0.004    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:4790(_drop_axis)
        8    0.000    0.000    0.005    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:425(__init__)
       16    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:810(<listcomp>)
      138    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:831(_reset_identity)
       16    0.000    0.000    0.002    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:6426(dtypes)
       68    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\series.py:6489(max)
      134    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:181(blknos)
      172    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:494(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\re\_parser.py:509(_parse)
       68    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\compat\numpy\function.py:411(validate_func)
       80    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1841(_has_names)
      136    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\series.py:702(dtype)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
       46    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1327(is_complex_dtype)
       18    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\_asarray.py:27(require)
       48    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:7678(<listcomp>)
      122    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:161(iloc)
       92    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\warnings.py:440(__init__)
      124    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\_config\__init__.py:55(using_pyarrow_string_dtype)
       68    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\nanops.py:1499(_maybe_null_out)
       16    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:4136(_take_with_is_copy)
      306    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:942(<genexpr>)
      102    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:936(_expand_ellipsis)
       98    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:669(_sliced_from_mgr)
      204    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:1666(<genexpr>)
      462    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\typing.py:2256(cast)
       68    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\nanops.py:253(_get_values)
       96    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        8    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:1146(take)
       31    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\blocks.py:253(fill_value)
       32    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:836(<listcomp>)
       31    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\asyncio\base_events.py:751(call_soon)
       16    0.000    0.000    0.074    0.005 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:472(get_strcols)
        8    0.000    0.000    0.120    0.015 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\string.py:40(_get_string_representation)
       16    0.000    0.000    0.004    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\string.py:67(_insert_dot_separators)
       16    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:688(<listcomp>)
       32    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:557(condition)
       68    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\dtypes.py:1454(__init__)
        3    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\socket.py:220(__init__)
       12    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\asyncio\tasks.py:627(sleep)
      224    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       10    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:1781(_consolidate_inplace)
        3    0.000    0.000    1.592    0.531 C:\Program Files\Python311\Lib\asyncio\base_events.py:593(run_forever)
       48    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:506(has_index_names)
      110    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:1019(axes)
      8/6    0.000    0.000    0.128    0.021 C:\Program Files\Python311\Lib\enum.py:1091(__new__)
        8    0.000    0.000    0.122    0.015 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:939(to_string)
       12    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\numeric.py:2378(array_equal)
       48    0.000    0.000    0.007    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:1425(_format_flat)
        6    0.000    0.000    0.068    0.011 C:\Program Files\Python311\Lib\json\decoder.py:332(decode)
        4    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:4355(_slice)
        9    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\asyncio\base_events.py:429(create_task)
      100    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:1631(__len__)
        8    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:351(get_dataframe_repr_params)
       16    0.000    0.000    0.007    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:650(truncate)
       12    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\missing.py:466(array_equivalent)
       48    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\printing.py:51(<listcomp>)
       48    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:514(show_row_idx_names)
       68    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
      126    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:123(<lambda>)
       68    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\arrays\numpy_.py:153(__array__)
       82    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\_methods.py:39(_amax)
       16    0.000    0.000    0.078    0.005 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\string.py:34(_get_strcols)
       82    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\construction.py:685(_sanitize_non_ordered)
        8    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:593(_calc_max_rows_fitted)
      102    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\contextlib.py:428(__init__)
       32    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1476(_format_strings)
       68    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:2007(array_values)
       89    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\_dtype.py:330(_name_includes_bit_suffix)
     18/2    0.000    0.000    0.128    0.064 C:\Program Files\Python311\Lib\reprlib.py:55(repr1)
        7    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:1777(<listcomp>)
        8    0.000    0.000    0.127    0.016 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\util\_decorators.py:325(wrapper)
        6    0.000    0.000    0.005    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:2120(create_block_manager_from_column_arrays)
      5/1    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\re\_compiler.py:37(_compile)
      106    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1384(_get_dtype)
        2    0.000    0.000    0.001    0.000 c:\Users\arshdeep.singh\Downloads\python_adv\async_profiling.py:18(process_files)
      130    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:695(ndim)
       49    0.000    0.000    0.000    0.000 <frozen os>:748(encodekey)
       16    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:288(get_dtypes)
        8    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1025(save_to_buffer)
        4    0.000    0.000    0.004    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:4751(drop)
       18    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1183(is_bool_dtype)
        6    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\common.py:231(asarray_tuplesafe)
       40    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\array_algos\take.py:325(_get_take_nd_function)
      222    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:5140(_values)
      270    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      192    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:362(attrs)
      126    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:121(classes)
        1    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\re\_parser.py:449(_parse_sub)
       16    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\shape_base.py:23(atleast_1d)
        6    0.000    0.000    0.054    0.009 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\construction.py:506(nested_data_to_arrays)
       33    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\missing.py:659(na_value_for_dtype)
       12    0.000    0.000    0.000    0.000 {method 'all' of 'numpy.ndarray' objects}
       46    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       72    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\util\_validators.py:226(validate_bool_kwarg)
        6    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\asyncio\tasks.py:754(_done_callback)
       34    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\asyncio\base_events.py:700(time)
      246    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
        8    0.000    0.000    0.128    0.016 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:1193(__repr__)
        6    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\construction.py:532(treat_as_nested)
      174    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:1671(name)
       95    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\base.py:84(<genexpr>)
