         337545 function calls (333626 primitive calls) in 1.927 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       70    0.000    0.000    0.004    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\nanops.py:1083(reduction)
       88    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\construction.py:763(_try_cast)
       92    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\warnings.py:466(__enter__)
      164    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:6278(__getattr__)
      356    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\inference.py:334(is_hashable)
      111    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1207(_handle_fromlist)
       24    0.000    0.000    0.003    0.000 C:\Program Files\Python311\Lib\shutil.py:1398(get_terminal_size)
      102    0.000    0.000    0.002    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:672(_constructor_sliced_from_mgr)
       12    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexers\utils.py:239(maybe_convert_indices)
      318    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:1182(<genexpr>)
      209    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\construction.py:196(mgr_to_mgr)
      172    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:7687(maybe_extract_name)
      209    0.000    0.000    0.003    0.000 C:\Program Files\Python311\Lib\asyncio\futures.py:311(_set_result_unless_cancelled)
      168    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1556(validate_all_hashable)
      194    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1419(_is_dtype_type)
      213    0.000    0.000    0.002    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:1781(_consolidate_inplace)
      213    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\_weakrefset.py:85(add)
      294    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\series.py:826(_values)
      164    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\base.py:86(_validate_set_axis)
       70    0.000    0.000    0.005    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\nanops.py:111(f)
       82    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\inference.py:273(is_dict_like)
       70    0.000    0.000    0.002    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\nanops.py:1547(check_below_min_count)
      848    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      278    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      462    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:571(_get_axis_number)
      124    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:339(_from_mgr)
      336    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1575(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\cast.py:551(maybe_promote)
      128    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1165(__init__)
      164    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:237(set_axis)
      849    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       18    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\range.py:276(<listcomp>)
      212    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:2731(is_label_like)
      102    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\series.py:1461(_set_as_cached)
      194    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\flags.py:87(allows_duplicate_labels)
      188    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\construction.py:481(ensure_wrapped_if_datetimelike)
      106    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:975(_is_nested_tuple_indexer)
       26    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1482(<listcomp>)
      209    0.000    0.000    0.000    0.000 {built-in method _asyncio.get_running_loop}
       78    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\common.py:299(maybe_iterable_to_list)
       16    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:624(reindex_indexer)
       70    0.000    0.000    0.006    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:12390(max)
      318    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:982(<genexpr>)
       59    0.000    0.000    0.968    0.016 C:\Program Files\Python311\Lib\asyncio\windows_events.py:442(select)
      140    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:1992(dtype)
       12    0.000    0.000    0.009    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:686(_truncate_vertically)
      198    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:514(is_string_or_object_np_dtype)
       32    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:649(_simple_new)
       70    0.000    0.000    0.006    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\accessor.py:220(__get__)
       70    0.000    0.000    0.002    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\fromnumeric.py:2979(prod)
      270    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:1836(__init__)
       44    0.000    0.000    0.007    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\printing.py:524(adjoin)
      213    0.000    0.000    0.000    0.000 {built-in method _contextvars.copy_context}
      213    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\_weakrefset.py:39(_remove)
      318    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:2765(<genexpr>)
      128    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1360(_is_dtype)
      287    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
       70    0.000    0.000    0.004    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\nanops.py:389(new_func)
      689    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      204    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:91(ensure_python_int)
      136    0.000    0.000    0.002    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\printing.py:507(__init__)
      228    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\common.py:370(apply_if_callable)
      216    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexers\utils.py:62(is_list_like_indexer)
        3    0.000    0.000    1.705    0.568 C:\Program Files\Python311\Lib\asyncio\base_events.py:593(run_forever)
      102    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:669(_sliced_from_mgr)
      560    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       10    0.000    0.000    0.005    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:3817(get_indexer)
      212    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:993(_validate_key_length)
      258    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       12    0.000    0.000    0.007    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:4021(take)
       70    0.000    0.000    0.008    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\strings\object_array.py:301(_str_len)
      215    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\asyncio\base_futures.py:14(isfuture)
      505    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
       92    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\warnings.py:487(__exit__)
       12    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\shape_base.py:292(hstack)
      130    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:181(blknos)
       49    0.000    0.000    0.000    0.000 <frozen os>:674(__getitem__)
      246    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\inference.py:300(<genexpr>)
      318    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:2774(<genexpr>)
      318    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:1181(<genexpr>)
       70    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\nanops.py:1499(_maybe_null_out)
       70    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\blocks.py:2575(array_values)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
       88    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
      102    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\blocks.py:1253(iget)
      110    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\common.py:309(is_null_slice)
        8    0.000    0.000    0.217    0.027 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:1299(to_string)
       70    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\compat\numpy\function.py:411(validate_func)
       86    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:510(_validate_dtype)
       16    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\_config\config.py:153(_set_option)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
      262    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:1939(_block)
        8    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:475(__new__)
       52    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:5369(__getitem__)
       16    0.000    0.000    0.004    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:6426(dtypes)
       22    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:5548(equals)
       18    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\range.py:268(_format_with_header)
      122    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:161(iloc)
       26    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:7663(trim_front)
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x000001D5D25BD9E0}
        3    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\socket.py:220(__init__)
      214    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\asyncio\coroutines.py:34(iscoroutine)
        8    0.000    0.000    0.009    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:425(__init__)
       56    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:137(is_object_dtype)
      140    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\series.py:702(dtype)
       70    0.000    0.000    0.007    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\series.py:6489(max)
       76    0.000    0.000    0.001    0.000 {method 'max' of 'numpy.ndarray' objects}
       92    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\warnings.py:440(__init__)
       26    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:557(condition)
     28/6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        8    0.000    0.000    0.204    0.026 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\string.py:40(_get_string_representation)
       12    0.000    0.000    0.006    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:870(take)
       96    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
      237    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      204    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:738(<genexpr>)
       70    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\dtypes.py:1454(__init__)
      334    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:7677(<genexpr>)
      390    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:404(flags)
       72    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1841(_has_names)
      106    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:936(_expand_ellipsis)
       16    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:810(<listcomp>)
       18    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\blocks.py:1287(take_nd)
      152    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:494(is_truncated_horizontally)
      231    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:914(__init__)
       70    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\nanops.py:253(_get_values)
      318    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:942(<genexpr>)
       28    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\base.py:82(shape)
        6    0.000    0.000    0.219    0.037 C:\Program Files\Python311\Lib\enum.py:1091(__new__)
      138    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:131(<lambda>)
        8    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:351(get_dataframe_repr_params)
       16    0.000    0.000    0.119    0.007 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:472(get_strcols)
      130    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:695(ndim)
      212    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexing.py:1666(<genexpr>)
        8    0.000    0.000    0.207    0.026 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:939(to_string)
      430    0.000    0.000    0.000    0.000 {method 'is_dir' of 'nt.DirEntry' objects}
      260    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
       44    0.000    0.000    0.007    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:1425(_format_flat)
        1    0.000    0.000    0.000    0.000 {built-in method marshal.loads}
      142    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1384(_get_dtype)
      210    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       28    0.000    0.000    0.003    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:836(<listcomp>)
       12    0.000    0.000    0.007    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:4136(_take_with_is_copy)
      114    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:1019(axes)
        4    0.000    0.000    0.006    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:7030(drop)
       18    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\base.py:836(__iter__)
       44    0.000    0.000    0.002    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\printing.py:51(<listcomp>)
      209    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\asyncio\base_events.py:1840(_timer_handle_cancelled)
       18    0.000    0.000    0.002    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\array_algos\take.py:59(take_nd)
       70    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        3    0.000    0.000    1.705    0.568 C:\Program Files\Python311\Lib\asyncio\base_events.py:617(run_until_complete)
       44    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:514(show_row_idx_names)
       70    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:2007(array_values)
       12    0.000    0.000    0.006    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\string.py:67(_insert_dot_separators)
      126    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:909(__len__)
        8    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:709(_slice_take_blocks_ax0)
       76    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\_methods.py:39(_amax)
       86    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:1631(__len__)
       16    0.000    0.000    0.125    0.008 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\string.py:34(_get_strcols)
        6    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:1146(take)
       70    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\arrays\numpy_.py:153(__array__)
        4    0.000    0.000    0.007    0.002 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:4790(_drop_axis)
     18/2    0.000    0.000    0.219    0.109 C:\Program Files\Python311\Lib\reprlib.py:55(repr1)
       14    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1183(is_bool_dtype)
       16    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:288(get_dtypes)
       18    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\array_algos\take.py:564(_take_preprocess_indexer_and_fill_value)
       16    0.000    0.000    0.012    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:650(truncate)
       10    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\numeric.py:2378(array_equal)
      421    0.000    0.000    0.000    0.000 {method 'exception' of '_asyncio.Task' objects}
        1    0.000    0.000    0.000    0.000 {method '_accept' of '_socket.socket' objects}
      223    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       49    0.000    0.000    0.000    0.000 <frozen os>:748(encodekey)
       22    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
       78    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\construction.py:685(_sanitize_non_ordered)
      272    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
      421    0.000    0.000    0.000    0.000 {method 'cancelled' of '_asyncio.Task' objects}
       74    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\util\_validators.py:226(validate_bool_kwarg)
     10/8    0.000    0.000    0.217    0.027 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\util\_decorators.py:325(wrapper)
        8    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1025(save_to_buffer)
       44    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:506(has_index_names)
      194    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:362(attrs)
       10    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\missing.py:466(array_equivalent)
        8    0.000    0.000    0.218    0.027 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\frame.py:1193(__repr__)
      244    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       26    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:1476(_format_strings)
        1    0.000    0.000    0.002    0.002 C:\Program Files\Python311\Lib\socket.py:616(socketpair)
       18    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\blocks.py:292(make_block_same_class)
      196    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\flags.py:55(allows_duplicate_labels)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:96(_path_join)
      106    0.000    0.000    0.000    0.000 C:\Program Files\Python311\Lib\contextlib.py:434(__exit__)
       70    0.000    0.000    0.001    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\series.py:867(array)
      172    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\numpy\core\fromnumeric.py:2416(_all_dispatcher)
       26    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:7678(<listcomp>)
      138    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:126(_classes_and_not_datetimelike)
       12    0.000    0.000    0.002    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:688(<listcomp>)
      212    0.000    0.000    0.000    0.000 {method 'result' of '_asyncio.Task' objects}
        4    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\generic.py:4355(_slice)
        2    0.000    0.000    0.002    0.001 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\reshape\concat.py:620(get_result)
      212    0.000    0.000    0.000    0.000 {method 'add_done_callback' of '_asyncio.Task' objects}
       32    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
       48    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\io\formats\format.py:498(is_truncated_vertically)
      102    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\dtypes\common.py:1107(<lambda>)
      114    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\internals\managers.py:197(blklocs)
      162    0.000    0.000    0.000    0.000 C:\Users\arshdeep.singh\AppData\Roaming\Python\Python311\site-packages\pandas\core\indexes\base.py:1671(name)
